title,Location,details,Price,Description
"
5 bedroom townhouse for sale in Westlands Area
,
Modern 5 Bedroom TownHouses For Sale - Peponi R ...
","
Peponi Road, Westlands Area, Westlands
","
5
","
KSh 85,000,000
","
Modern 5 Bedroom TownHouses For Sale - Peponi R...
,
5 bedroom townhouse for sale in Westlands Area
"
"
3 bedroom house for sale in Kitengela
,
3 bedroom Bungalow with SQ on 50X100 For sale i ...
","
New Valley, Balozi Road, Kitengela, Kajiado North
","
115 m²
,
3
","
KSh 7,500,000
","
3 bedroom Bungalow with SQ on 50X100 For sale i...
,
3 bedroom house for sale in Kitengela
"
"
3 bedroom townhouse for sale in Kiambu Road
,
3 Bedroom Maisonette For Sale on Kiambu Road
","
Palm, Mushroom Estate, Kiambu Road, Kiambu Road
","
350 m²
,
3
","
KSh 56,000,000
","
3 Bedroom Maisonette For Sale on Kiambu Road
,
3 bedroom townhouse for sale in Kiambu Road
"
"
Furnished 2 bedroom house for sale in Bofa
,
Delightful 2br bungalow for sale in Kilifi, sec ...
","
22, Kilifi Plantation Road, Bofa, Bofa
","
2
","
KSh 25,000,000
","
Delightful 2br bungalow for sale in Kilifi, sec...
,
Furnished 2 bedroom house for sale in Bofa
"
"
Furnished 3 bedroom house for sale in Kibarani
,
Stunning cliff-top property for sale
","
Mkwajuni Road, Kibarani, Kilifi North
","
3
","
KSh 95,000,000
","
Stunning cliff-top property for sale
,
Furnished 3 bedroom house for sale in Kibarani
"
"
4 bedroom townhouse for sale in Lavington
,
FOUR BEDROOM TOWNHOUSE CLOSE TO JUNCTION & LAVI ...
","
Lavington, Dagoretti North
","
4
","
KSh 52,000,000
","
FOUR BEDROOM TOWNHOUSE CLOSE TO JUNCTION & LAVI...
,
4 bedroom townhouse for sale in Lavington
"
"
6 bedroom townhouse for sale in Lavington
,
6 Bedroom Townhouse
","
Lavington, Dagoretti North
","
6
","
KSh 90,000,000
","
6 Bedroom Townhouse
,
6 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Kiambu Road
,
4 bedroom house for sale in Kiambu Road - 3KE15 ...
","
Kiambu Road, Kiambu Road
","
4
","
KSh 49,500,000
","
4 bedroom house for sale in Kiambu Road - 3KE15...
,
4 bedroom house for sale in Kiambu Road
"
"
3 bedroom house for sale in Bofa
,
3 Bedroom Beach House +SQ in Bofa Kilifi
","
Kilifi, Bofa, Bofa
","
1498 m²
,
3
","
KSh 40,000,000
 ","
3 Bedroom Beach House +SQ in Bofa Kilifi
,
3 bedroom house for sale in Bofa
"
"
5 bedroom house for sale in Nyali Area
,
5 bedroom Maisonette plus Sq in Nyali
","
Nyali Area, Nyali
","
5
","
KSh 30,000,000
","
5 bedroom Maisonette plus Sq in Nyali
,
5 bedroom house for sale in Nyali Area
"
"
5 bedroom townhouse for sale in Riverside
,
5 Bedroom Exclusive Townhouse in Riverside
","
Riverside, Westlands
","
5
","
KSh 50,000,000
","
5 Bedroom Exclusive Townhouse in Riverside
,
5 bedroom townhouse for sale in Riverside
"
"
 4 bedroom townhouse for sale in Naivasha Town
,
4 Bedroom Townhouse Naivasha
","
Naivasha Town, Naivasha
","
4
","
KSh 25,000,000
","
4 Bedroom Townhouse Naivasha
,
4 bedroom townhouse for sale in Naivasha Town
"
"
3 bedroom villa for sale in Ruiru
,
3 Bedroom Bungalow Membley
","
Ruiru, Ruiru
","
3
","
KSh 10,000,000
","
3 Bedroom Bungalow Membley
,
3 bedroom villa for sale in Ruiru
"
"
5 bedroom townhouse for sale in Kitisuru
,
Modern Townhouse
","
Kitisuru, Kitisuru, Westlands
","
5
","
KSh 165,000,000
","
Modern Townhouse
,
5 bedroom townhouse for sale in Kitisuru
"
"
5 bedroom townhouse for sale in Karen
,
5 Bedroom House.
","
Karen, Karen, Langata
","
5
","
KSh 90,000,000
","
5 Bedroom House.
,
5 bedroom townhouse for sale in Karen
"
"
3 bedroom townhouse for sale in Lavington
,
Impressive corner 3 bedrooms maisonette master ...
","
Lavington West, Lavington, Dagoretti North
","
3
","
KSh 21,000,000
","
Impressive corner 3 bedrooms maisonette master...
,
3 bedroom townhouse for sale in Lavington
"
"
5 bedroom house for sale in Lavington
,
Attractive 5bedrooms all en-suite house. Garden ...
","
Lavington Green, Lavington, Dagoretti North
","
2833 m²
,
5
","
KSh 120,000,000
","
Attractive 5bedrooms all en-suite house. Garden...
,
5 bedroom house for sale in Lavington
"
"
4 bedroom villa for sale in Nyali Area
,
Luxury Villa in Nyali
","
Nyali Area, Nyali
","
5500 ft²
,
4
","
KSh 60,000,000
","
Luxury Villa in Nyali
,
4 bedroom villa for sale in Nyali Area
"
"
5 bedroom townhouse for sale in Juja
,
5 Bedroom Townhouse with SQ Kenyatta Road Hard ...
","
Juja, Kiambu Constituency
","
5
","
KSh 46,000,000
","
5 Bedroom Townhouse with SQ Kenyatta Road Hard...
,
5 bedroom townhouse for sale in Juja
"
"
4 bedroom townhouse for sale in Loresho
,
4 Bedroom with DSQ for Sale
","
WAIYAKI WAY, Loresho, Westlands
","
4
","
KSh 26,000,000
","
4 Bedroom with DSQ for Sale
,
4 bedroom townhouse for sale in Loresho
"
"
5 bedroom townhouse for sale in Karen
,
5 Bedroom Villa in Karen for Sale
","
 Karen, Langata
","
800 m²
,
5
","
KSh 140,000,000
","
5 Bedroom Villa in Karen for Sale
,
5 bedroom townhouse for sale in Karen
"
"
4 bedroom house for sale in Thika
,
4 bedroom house for sale in Thika for 32 millio ...
","
Thika, Thika
","
4
","
KSh 32,000,000
","
4 bedroom house for sale in Thika for 32 millio...
,
4 bedroom house for sale in Thika
"
"
5 bedroom house for sale in Karen
,
A 5 Bedroom House For Sale
","
Off Dagoretti Road, Karen, Langata
","
5
","
KSh 100,000,000
","
A 5 Bedroom House For Sale
,
5 bedroom house for sale in Karen
"
"
5 bedroom house for sale in Westlands Area
,
Classic 5 Bedroom House For Sale - E. Church Rd ...
","
Nairobi, East Church Road, Westlands Area, Westlands
","
5
","
KSh 1
","
Classic 5 Bedroom House For Sale - E. Church Rd...
,
5 bedroom house for sale in Westlands Area
"
"
6 bedroom house for sale in Ruiru
,
6 Bedroom Modern Mansion for Sale at Membly Est ...
","
Northern Bypass / Eastern Bypass, Ruiru, Ruiru
","
6
","
KSh 30,000,000
","
6 Bedroom Modern Mansion for Sale at Membly Est...
,
6 bedroom house for sale in Ruiru
"
"
3 bedroom townhouse for sale in Malindi Town
,
3 bedrooms villas for sale
","
Malindi Town, Malindi
","
3
","
KSh 18,000,000
","
3 bedrooms villas for sale
,
3 bedroom townhouse for sale in Malindi Town
"
"
4 bedroom townhouse for sale in Westlands Area
,
4 Bedrooms Townhouse
","
Westlands Area, Westlands
","
4
","
KSh 69,000,000
","
4 Bedrooms Townhouse
,
4 bedroom townhouse for sale in Westlands Area
"
"
4 bedroom townhouse for sale in Nyali Area
,
CREATIVELY DESIGNED 4 BEDROOM TOWNHOUSES FIR SA ...
","
Nyali Area, Nyali
","
4
","
KSh 13,500,000
","
CREATIVELY DESIGNED 4 BEDROOM TOWNHOUSES FIR SA...
,
4 bedroom townhouse for sale in Nyali Area
"
"
5 bedroom house for sale in Kitisuru
,
OLD KITISURU:SCANDINAVIAN STYLE HOME ON 3.6ACRE ...
","
Kitisuru, Westlands
","
5
","
KSh 360,000,000
","
OLD KITISURU:SCANDINAVIAN STYLE HOME ON 3.6ACRE...
,
5 bedroom house for sale in Kitisuru
"
"
6 bedroom house for sale in Runda
,
RUNDA:MAGNIFICENT AMBASSADORIAL FOR SALE
","
Runda, Westlands
","
6
","
KSh 100,000,000
","
RUNDA:MAGNIFICENT AMBASSADORIAL FOR SALE
,
6 bedroom house for sale in Runda
"
"
4 bedroom townhouse for sale in Runda
,
RUNDA:4BEDROOM BEDROOM ALL ENSUITE TOWNHOUSE ON ...
","
Runda, Westlands
","
2024 m²
,
4
","
KSh 70,000,000
","
RUNDA:4BEDROOM BEDROOM ALL ENSUITE TOWNHOUSE ON...
,
4 bedroom townhouse for sale in Runda
"
"
4 bedroom townhouse for sale in Kileleshwa
,
Modern 4 Bedroom Townhouse For Sale
","
Kileleshwa, Kileleshwa, Dagoretti North
","
400 m²
,
4
","
KSh 55,000,000
","
Modern 4 Bedroom Townhouse For Sale
,
4 bedroom townhouse for sale in Kileleshwa
"
"
3 bedroom townhouse for sale in Kiambu Road
,
3 Bedrooms Townhouse
","
Kiambu Road, Kiambu Road
","
3
","
KSh 35,000,000
","
3 Bedrooms Townhouse
,
3 bedroom townhouse for sale in Kiambu Road
"
"
4 bedroom house for sale in Nakuru Town West
,
4 Bedroomed House For Sale at London Estate, Na ...
","
2451, London Estate along Prison Road, Nakuru Town West, Nakuru Town West
","
4
","
KSh 16,000,000
","
4 Bedroomed House For Sale at London Estate, Na...
,
4 bedroom house for sale in Nakuru Town West
"
"
5 bedroom townhouse for sale in Lavington
,
5 Bedroom Luxury Townhouses
","
Lavington, Dagoretti North
","
5
","
KSh 100,000,000
","
5 Bedroom Luxury Townhouses
,
5 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Nyali Area
,
4 bedroom own compound bungalow on sale Nyali M ...
","
Nyali, Nyali Area, Nyali
","
3035 m²
,
4
","
KSh 65,000,000
","
4 bedroom own compound bungalow on sale Nyali M...
,
4 bedroom house for sale in Nyali Area
"
"
7 bedroom townhouse for sale in Nyali Area
,
7 BEDROOMS MASSIONATE NYALI
","
Nyali Area, Nyali
","
7
","
KSh 80,000,000
","
7 BEDROOMS MASSIONATE NYALI
,
7 bedroom townhouse for sale in Nyali Area
"
"
Furnished 6 bedroom villa for sale in Watamu
,
6 BEDROOM BEACHFRONT VILLA WITH POOL FOR SALE
","
Watamu, Kilifi North
","
6
","
KSh 87,000,000
","
6 BEDROOM BEACHFRONT VILLA WITH POOL FOR SALE
,
Furnished 6 bedroom villa for sale in Watamu
"
"
6 bedroom house for sale in Karen
,
6 bedroom house for sale in Karen (Kenya) 3KE13 ...
","
 Karen, Langata
","
4047 m²
,
6
","
KSh 120,000,000
","
6 bedroom house for sale in Karen (Kenya) 3KE13...
,
6 bedroom house for sale in Karen
"
"
4 bedroom house for sale in North Muthaiga
,
Muthaiga north
","
45, Muthaiga north, North Muthaiga, Muthaiga
","
4
","
KSh 40,000,000
","
Muthaiga north
,
4 bedroom house for sale in North Muthaiga
"
"
5 bedroom house for sale in Red Hill
,
FIVE-BEDROOM HOUSE FOR SALE IN REDHILL VILLAS E ...
","
Redhill Villas Estate, Red Hill, Red Hill
","
5
","
KSh 29,900,000
","
FIVE-BEDROOM HOUSE FOR SALE IN REDHILL VILLAS E...
,
5 bedroom house for sale in Red Hill
"
"
4 bedroom townhouse for sale in Kilimani
,
4 BEDROOM TOWNHOUSE +DSQ +STUDY IN KILIMANI, n ...
","
Kilimani, Dagoretti North
","
350 m²
,
4
","
KSh 46,000,000
","
4 BEDROOM TOWNHOUSE +DSQ +STUDY IN KILIMANI, n...
,
4 bedroom townhouse for sale in Kilimani
"
"
5 bedroom house for sale in Nyali Area
,
FOR SALE HALF BUILT 5 BEDROOMS TOWN HOUSE
","
Nyali Area, Nyali
","
5
","
KSh 28,000,000
","
FOR SALE HALF BUILT 5 BEDROOMS TOWN HOUSE
,
5 bedroom house for sale in Nyali Area
"
"
4 bedroom townhouse for sale in Mnarani
,
FOR SALE 4 BEDROOM TOWN HOUSES - MUNARANI, KILI ...
","
Mnarani, Kilifi North
","
4
","
KSh 13,000,000
","
FOR SALE 4 BEDROOM TOWN HOUSES - MUNARANI, KILI...
,
4 bedroom townhouse for sale in Mnarani
"
"
5 bedroom townhouse for sale in Lavington
,
A 5bdrm townhouse for sale in lavington
","
Lavington Nairobi, Lavington, Dagoretti North
","
5
","
KSh 80,000,000
","
A 5bdrm townhouse for sale in lavington
,
5 bedroom townhouse for sale in Lavington
"
"
3 bedroom house for sale in Kikambala
,
3 BEDROOMS BUNGALOW FOR SALE - KIKAMBALA
","
Kanamai, Kikambala, Kilifi South
","
2 ac
,
3
","
KSh 32,000,000
","
3 BEDROOMS BUNGALOW FOR SALE - KIKAMBALA
,
3 bedroom house for sale in Kikambala
"
"
4 bedroom house for sale in Lavington
,
An executive 4bdrm townhouse for sale in laving ...
","
Lavington, Dagoretti North
","
4
","
KSh 68,000,000
","
An executive 4bdrm townhouse for sale in laving...
,
4 bedroom house for sale in Lavington
"
"
5 bedroom townhouse for sale in Spring Valley
,
5 Bedroom all ensuite Townhouse + DSQ
","
Spring Valley, Westlands
","
5
","
KSh 65,000,000
","
5 Bedroom all ensuite Townhouse + DSQ
,
5 bedroom townhouse for sale in Spring Valley
"
"
5 bedroom house for sale in Lavington
,
To Sale Charming 6 Bedroom Townhouses In Laving ...
","
Lavington, Dagoretti North
","
5
","
KSh 70,000,000
","
To Sale Charming 6 Bedroom Townhouses In Laving...
,
5 bedroom house for sale in Lavington
"
"
4 bedroom house for sale in Loresho
,
4 Bedroom Luxurious Villas/Townhouses For Sale ...
","
Loresho, Westlands
","
4
","
KSh 102,250,000
","
4 Bedroom Luxurious Villas/Townhouses For Sale...
,
4 bedroom house for sale in Loresho
"
"
5 bedroom house for sale in Westlands Area
,
Spacious 5 Bedroom House For Sale in Grevillea ...
","
Grevillea Grove, Westlands Area, Westlands
","
5
","
KSh 56,000,000
","
Spacious 5 Bedroom House For Sale in Grevillea...
,
5 bedroom house for sale in Westlands Area
"
"
5 bedroom house for sale in vipingo
,
Property in Vipingo Ridge, 5 bedroom villa for ...
","
vipingo, Kilifi North
","
5
,
5
","
KSh 108,000,000
","
Property in Vipingo Ridge, 5 bedroom villa for...
,
5 bedroom house for sale in vipingo
"
"
5 bedroom house for sale in Kitengela
,
KITENGELA 5BEDROOM STANDALONEMASSIONATE
","
Kitengela, Kajiado North
","
5
","
KSh 15,000,000
","
KITENGELA 5BEDROOM STANDALONEMASSIONATE
,
5 bedroom house for sale in Kitengela
"
"
4 bedroom house for sale in Brookside
,
4BEDROOM TOWNHOUSE,BROOKSIDE ,WESTLANDS
","
Brookside, Westlands
","
4
","
KSh 30,000,000
","
4BEDROOM TOWNHOUSE,BROOKSIDE ,WESTLANDS
,
4 bedroom house for sale in Brookside
"
"
5 bedroom house for sale in Lavington
,
5BEDROOM ALL ENSUITE MASSIONATE WITH SQ ,LAVING ...
","
Lavington, Dagoretti North
","
5
","
KSh 63,000,000
","
5BEDROOM ALL ENSUITE MASSIONATE WITH SQ ,LAVING...
,
5 bedroom house for sale in Lavington
"
"
4 bedroom house for sale in Kiserian
,
Elegant-Spacious 4bedroomed D/storey residence, ...
","
Mwalimu rd, Kiserian, Kajiado North
","
4
","
KSh 16,000,000
","
Elegant-Spacious 4bedroomed D/storey residence,...
,
4 bedroom house for sale in Kiserian
"
"
5 bedroom house for sale in Runda
,
Elegant 5bedroomed D/storey residence,all en-su ...
","
Runda, Westlands
","
4200 ft²
,
5
","
KSh 110,000,000
","
Elegant 5bedroomed D/storey residence,all en-su...
,
5 bedroom house for sale in Runda
"
"
3 bedroom townhouse for sale in Mtwapa
,
FOR SALE 3 BEDROOMS 50 DETACHED TOWN HOUSES - M ...
","
Mtwapa, Kilifi South
","
3
","
KSh 5,900,000
","
FOR SALE 3 BEDROOMS 50 DETACHED TOWN HOUSES - M...
,
3 bedroom townhouse for sale in Mtwapa
"
"
6 bedroom villa for sale in Nyali Area
,
FOR SALE 6 BEDROOMS EXCUTIVE MANSION - NYALI
","
Nyali Area, Nyali
","
1012 m²
,
6
","
KSh 120,000,000
","
FOR SALE 6 BEDROOMS EXCUTIVE MANSION - NYALI
,
6 bedroom villa for sale in Nyali Area
"
"
6 bedroom townhouse for sale in Westlands Area
,
Magnificent 6 Bedroom Home For Sale on Wambugu ...
","
Wambugu Road, Westlands Area, Westlands
 ","
6
","
KSh 90,000,000
","
Magnificent 6 Bedroom Home For Sale on Wambugu...
,
6 bedroom townhouse for sale in Westlands Area
"
"
5 bedroom house for sale in Runda
,
5 Bedroom Home for sale Baobab Close, Runda
","
Baobab Close, Runda, Runda, Westlands
","
5000 ft²
,
5
","
KSh 70,000,000
","
5 Bedroom Home for sale Baobab Close, Runda
,
5 bedroom house for sale in Runda
"
"
5 bedroom townhouse for sale in Syokimau
,
Magnificent 5bedroomed villa,all en-suite, elec ...
","
Kiungani rd, Syokimau, Athi River
","
5
","
KSh 11,000,000
","
Magnificent 5bedroomed villa,all en-suite, elec...
,
5 bedroom townhouse for sale in Syokimau
"
"
4 bedroom house for sale in Ruiru
 ,
New 4 Bedroom ALL ensuite House + DSQ
","
Ruiru, Ruiru
","
4
","
KSh 18,500,000
","
New 4 Bedroom ALL ensuite House + DSQ
,
4 bedroom house for sale in Ruiru
"
"
4 bedroom house for sale in Kitengela
,
4 bedroom maisonette in Kitengela Nairobi
","
Kitengela, Kajiado North
","
4
","
KSh 30,000,000
","
4 bedroom maisonette in Kitengela Nairobi
,
4 bedroom house for sale in Kitengela
"
"
4 bedroom townhouse for sale in Thika
,
4 Bedroom Maisonette Thika Greens
","
Thika, Thika
","
4
","
KSh 38,000,000
","
4 Bedroom Maisonette Thika Greens
,
4 bedroom townhouse for sale in Thika
"
"
4 bedroom house for sale in Ridgeways
,
4 Bedroom Ridgeways to let Nairobi
","
Ridgeways, Nairobi, Ridgeways, Ridgeways
","
5000 ft²
,
4
","
KSh 85,000,000
","
4 Bedroom Ridgeways to let Nairobi
,
4 bedroom house for sale in Ridgeways
"
"
5 bedroom townhouse for sale in Syokimau
,
5 Bedroom Townhouse Syokimau
","
Syokimau, Athi River
","
5
","
KSh 26,000,000
","
5 Bedroom Townhouse Syokimau
,
5 bedroom townhouse for sale in Syokimau
"
"
3 bedroom house for sale in Kitengela
,
New 3BR Bungalows.
","
Acacia, Kitengela, Kajiado North
","
3
","
KSh 5,900,000
","
New 3BR Bungalows.
,
3 bedroom house for sale in Kitengela
"
"
4 bedroom townhouse for sale in Runda
,
Runda 4 bedrooms house for sale
","
Runda, Westlands
","
4
 ","
KSh 180,000,000
","
Runda 4 bedrooms house for sale
,
4 bedroom townhouse for sale in Runda
"
"
4 bedroom villa for sale in Diani
,
4 bedroom villa for sale in Diani
","
Diani, Msambweni
","
4
","
KSh 68,000,000
","
4 bedroom villa for sale in Diani
,
4 bedroom villa for sale in Diani
"
"
3 bedroom house for sale in Karen
,
3 bedroom house for sale in Karen (Kenya) 3KE15 ...
","
Karen, Langata
","
3
","
KSh 52,000,000
","
3 bedroom house for sale in Karen (Kenya) 3KE15...
,
3 bedroom house for sale in Karen
"
"
4 bedroom house for sale in Karen
,
1/2 Commercial Land for Sale in Karen
","
Langata Road, Karen, Langata
","
4
","
KSh 80,000,000
","
1/2 Commercial Land for Sale in Karen
,
4 bedroom house for sale in Karen
"
"
4 bedroom house for sale in Thika Road
,
4 Bedroom Massionates + DSQ ALL ensuite
","
Kenyatta Road, Thika Road, Thika Road
","
4
","
KSh 11,250,000
","
4 Bedroom Massionates + DSQ ALL ensuite
,
4 bedroom house for sale in Thika Road
"
"
5 bedroom townhouse for sale in Syokimau
,
CONTEMPORARY LUXURY LIVING SPACE - FAIRFIELD PA ...
","
Syokimau, Athi River
","
5
,
 5
","
KSh 21,725,000
","
CONTEMPORARY LUXURY LIVING SPACE - FAIRFIELD PA...
,
5 bedroom townhouse for sale in Syokimau
"
"
8 bedroom townhouse for sale in New Kitusuru
,
8 bedrooms of two identical 4 bedrooms townhous ...
","
New Kitusuru, Westlands
","
2833 m²
,
8
","
KSh 180,000,000
","
8 bedrooms of two identical 4 bedrooms townhous...
,
8 bedroom townhouse for sale in New Kitusuru
"
"
4 bedroom house for sale in Loresho
,
AN ARCHITECTURAL MASTERPIECE SITTING IN A PRIVA ...
","
Loresho, Westlands
","
4
","
KSh 105,000,000
","
AN ARCHITECTURAL MASTERPIECE SITTING IN A PRIVA...
,
4 bedroom house for sale in Loresho
"
"
Furnished 5 bedroom house for sale in Mtwapa
,
5 bedroom bungalow on sale Mtwapa
","
mtwapa, Mtwapa, Mtwapa, Kilifi South
","
2 ac
,
5
","
KSh 60,000,000
","
5 bedroom bungalow on sale Mtwapa
,
Furnished 5 bedroom house for sale in Mtwapa
"
"
4 bedroom house for sale in Windsor
,
4 BEDROOM PLUS DSQ MASSIONATES(ALL ENSUITE)
","
Along Kenyatta road, WINDSOR, Windsor, Kiambu Constituency
","
4
","
KSh 11,500,000
","
4 BEDROOM PLUS DSQ MASSIONATES(ALL ENSUITE)
,
4 bedroom house for sale in Windsor
"
"
5 bedroom house for sale in Gigiri
,
Strategic 5 Bedroomed Double Storey For Sale In ...
","
Gigiri, Westlands
","
2023 m²
,
5
","
KSh 120,000,000
","
Strategic 5 Bedroomed Double Storey For Sale In...
,
5 bedroom house for sale in Gigiri
"
"
3 bedroom house for sale in Ongata Rongai
,
A 3 Bedroom House for sale in Rongai
","
Rimpa Road, Ongata Rongai, Kajiado North
","
3
","
KSh 10,500,000
","
A 3 Bedroom House for sale in Rongai
,
3 bedroom house for sale in Ongata Rongai
"
"
3 bedroom house for sale in Kiambu Road
,
3 Bedrooms House For Sale in Mushroom Gardens E ...
","
Mushroom Gardens Road, Kiambu Road, Kiambu Road
","
3
","
KSh 58,000,000
","
3 Bedrooms House For Sale in Mushroom Gardens E...
,
3 bedroom house for sale in Kiambu Road
"
"
4 bedroom house for sale in Juja
,
4 Bedroom All en-suite house for Sale in Juja S ...
","
Juja, Kiambu Constituency
","
505 m²
,
4
","
KSh 14,000,000
","
4 Bedroom All en-suite house for Sale in Juja S...
,
4 bedroom house for sale in Juja
"
"
5 bedroom townhouse for sale in Lavington
,
STUNNING STATE OF THE ART TOWNHOUSE FOR SALE
","
Lavington, Dagoretti North
","
5
","
 KSh 90,000,000
","
STUNNING STATE OF THE ART TOWNHOUSE FOR SALE
,
5 bedroom townhouse for sale in Lavington
"
"
 4 bedroom townhouse for sale in Shanzu
,
FOR SALE 4 BEDROOMS MAISONETTE ON HALF ACRE SHA ...
","
Shanzu, Kisauni
","
2023 m²
,
4
","
KSh 49,000,000
","
FOR SALE 4 BEDROOMS MAISONETTE ON HALF ACRE SHA...
,
4 bedroom townhouse for sale in Shanzu
"
"
4 bedroom townhouse for sale in Brookside
,
Townhouse for sale in Brookside
","
Brookside, Westlands
","
4
","
KSh 57,000,000
","
Townhouse for sale in Brookside
,
4 bedroom townhouse for sale in Brookside
"
